SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR
85834,9,2,2,59,,2,2,1,,2,,2,2,3,,2,5,,2,2,2,1,2,2,2,2,2,2,5,5,0,0,1,1,42,,,1,2,14908.96,15322.86,1,124,3,3,0.42
85835,9,2,2,6,,1,1,1,78,,,1,1,,0,,,,1,1,2,,,,,,,,5,5,1,2,0,1,35,,,,,12268.14,16393.69,1,127,,,
85836,9,2,1,56,,3,3,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,56,1,3,1,3,201837.36,215977.34,2,127,10,10,4.62
85837,9,2,2,66,,1,1,1,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,1,2,66,1,3,3,,8842.35,8466.75,1,128,3,3,0.41
85838,9,2,2,4,,5,6,2,48,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,2,2,0,1,28,2,5,6,,9910.08,9835.99,2,124,7,7,1.07
85839,9,2,1,0,8,2,2,1,9,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,3,1,0,2,27,2,2,6,,5470.35,5406.33,2,133,7,7,1.20
85840,9,2,1,11,,4,4,1,140,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,6,6,1,3,0,2,32,1,4,6,,8236.96,8461.88,2,133,7,7,1.10
85841,9,2,2,16,,2,2,1,201,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,1,53,1,3,1,3,19208.73,19535.28,1,127,15,15,5.00
85842,9,1,1,4,,4,4,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,25,1,3,6,,9525.33,0.00,2,126,5,5,1.02
85843,9,2,2,0,11,5,7,2,11,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,0,0,2,30,1,5,1,5,5773.85,6473.34,2,123,14,14,2.99
85844,9,2,2,55,,2,2,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,55,1,4,3,,13955.36,15871.14,1,125,5,5,1.95
85845,9,2,1,80,,3,3,1,,1,2,1,1,,,3,2,,1,2,2,,,,1,2,2,,1,1,0,0,1,1,80,1,3,2,,19159.09,20474.20,2,127,,,
85846,9,2,2,25,,5,6,2,,2,,2,2,2,,5,5,2,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,25,2,5,5,,23530.55,24354.65,1,132,9,9,5.00
85847,9,2,1,9,,3,3,2,121,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,43,1,4,1,3,18282.37,18385.74,1,131,14,14,3.51
85848,9,2,1,14,,3,3,1,175,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,4,0,1,41,1,3,1,4,58289.18,59613.12,2,132,14,14,2.46
85849,9,2,2,29,,3,3,2,,2,,1,1,,,5,1,1,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,29,1,5,1,5,82125.93,83110.20,1,122,9,9,2.74
85850,9,2,1,12,,1,1,1,154,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,2,38,1,3,6,,16710.49,16209.99,2,121,7,7,1.23
85851,9,2,2,80,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,80,1,4,1,5,34512.04,36071.38,2,131,6,6,1.87
85852,9,2,2,61,,1,1,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,2,2,61,1,5,1,5,8168.19,7952.51,1,130,77,77,
85853,9,2,2,1,23,1,1,1,24,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,2,0,1,28,1,4,1,4,12581.40,13302.61,1,128,9,9,2.08
85854,9,2,1,18,,4,4,2,223,2,,2,2,2,11,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,1,61,2,5,1,,19457.32,19786.66,2,128,7,7,1.65
85855,9,2,1,62,,4,4,2,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,62,1,3,5,,9584.07,9309.71,1,119,3,3,0.99
85856,9,2,1,47,,5,6,2,,2,,2,1,5,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,47,2,5,1,5,20963.10,21964.50,2,128,15,15,5.00
85857,9,2,2,5,,3,3,2,64,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,2,1,0,0,1,31,1,4,6,,38727.10,41723.37,2,120,10,6,1.87
85858,9,2,2,48,,4,4,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,52,1,3,1,3,26185.83,27381.40,1,129,14,14,5.00
85859,9,2,2,35,,3,3,2,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,5,5,1,2,0,1,32,1,4,1,5,60750.37,61813.31,1,126,7,7,1.43
85860,9,2,1,4,,1,1,2,51,,,1,1,,,,,,2,1,2,2,2,2,,,,,4,4,2,0,0,1,23,2,2,1,3,12977.54,13384.93,1,121,6,6,1.20
85861,9,2,2,76,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,3,3,0,0,2,1,78,1,4,1,3,93312.73,96603.82,2,131,9,9,2.98
85862,9,2,1,70,,3,3,1,,2,,2,1,6,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,67,2,5,1,5,14662.09,14624.53,2,125,5,5,1.25
85863,9,2,2,75,,5,6,1,,2,,2,2,7,,1,3,,1,2,1,1,2,1,1,2,1,,1,1,0,0,1,2,75,2,1,3,,20070.01,24875.78,2,132,2,2,0.71
85864,9,2,1,23,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,23,1,5,1,5,68630.12,73053.74,2,130,7,7,2.50
85865,9,2,2,11,,3,3,1,144,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,40,1,5,1,5,47870.82,54244.86,1,127,15,15,4.12
85866,9,2,1,48,,2,2,1,,2,,2,2,7,,4,3,,2,2,2,2,2,2,1,2,2,1,6,6,0,0,3,2,73,2,2,1,1,29270.06,30268.33,1,129,7,7,1.23
85867,9,2,2,55,,2,2,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,55,1,3,1,,9079.98,9332.05,2,119,10,10,3.60
85868,9,2,1,12,,4,4,1,145,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,4,1,1,62,1,4,2,,14319.42,14343.31,1,125,3,3,0.27
85869,9,2,2,23,,2,2,2,,2,,2,2,4,,4,5,2,1,2,2,2,2,2,1,2,2,1,6,6,0,2,0,1,49,2,1,1,2,35276.18,35740.04,2,124,8,8,1.60
85870,9,2,1,66,,1,1,1,,2,,2,2,5,,2,1,,2,2,2,2,2,2,1,2,1,2,3,3,0,0,1,2,56,2,1,1,2,9436.40,11553.43,1,128,5,5,1.02
85871,9,2,1,11,,1,1,1,140,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,7,7,2,4,2,1,80,1,1,1,1,16303.18,16764.12,1,127,4,4,0.42
85872,9,2,1,60,,1,1,1,,2,,1,1,,,2,1,,1,2,2,,,,1,2,2,1,2,2,0,0,2,1,60,1,2,1,3,9594.52,9267.01,1,120,,,
85873,9,2,2,8,,3,3,2,100,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,6,3,2,2,0,1,32,1,4,3,,17356.85,17038.30,2,126,9,6,1.24
85874,9,2,2,14,,5,7,2,171,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,55,1,5,1,5,10286.71,10060.14,1,131,15,15,5.00
85875,9,2,1,71,,3,3,1,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,1,71,1,5,5,,63287.47,67010.41,2,128,15,15,5.00
85876,9,2,1,48,,3,3,1,,1,1,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,1,48,1,4,1,5,162449.97,167381.48,2,127,15,15,5.00
85877,9,2,2,4,,1,1,2,53,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,2,2,0,2,31,1,4,1,3,13740.73,16052.40,2,131,7,7,1.23
85878,9,2,2,27,,3,3,2,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,27,1,5,1,5,112430.26,113777.72,2,130,14,14,5.00
85879,9,2,2,66,,2,2,1,,2,,2,1,7,,1,4,,2,2,2,1,2,2,2,2,2,2,6,6,2,0,1,2,28,1,5,1,2,6552.18,6362.43,1,124,14,14,2.30
85880,9,2,2,52,,4,4,2,,1,2,1,1,,,5,4,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,52,1,5,4,,18580.05,19219.91,2,131,8,8,2.41
85881,9,2,2,2,,1,1,2,27,,,1,1,,,,,,2,1,2,2,2,2,,,,,4,4,2,0,0,1,23,2,2,1,3,8525.80,8932.27,1,121,6,6,1.20
85882,9,2,1,5,,3,3,2,68,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,2,0,0,2,24,1,4,5,,18791.26,20832.63,1,119,4,4,0.93
85883,9,2,2,12,,4,4,2,149,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,1,0,2,48,2,5,1,3,13441.71,13166.32,1,123,15,15,3.52
85884,9,2,2,76,,5,6,1,,2,,2,1,9,,4,2,,1,2,2,1,2,2,1,2,2,,7,7,0,2,1,2,76,2,4,2,,20429.28,22021.02,2,122,77,77,
85885,9,2,2,53,,3,3,1,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,53,1,5,5,,48028.00,48365.58,2,125,6,6,2.53
85886,9,2,2,22,,2,2,2,,2,,1,1,,,5,5,2,1,2,2,1,2,2,1,2,2,1,3,1,0,0,0,2,22,1,5,5,,44382.86,43585.69,2,119,10,4,1.26
85887,9,2,2,80,,5,7,2,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,80,1,4,3,,18694.81,18674.71,1,119,3,3,0.92
85888,9,2,1,16,,3,3,1,200,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,44,1,3,1,5,63454.27,65038.54,2,132,14,14,3.50
85889,9,2,1,10,,5,6,2,125,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,,5,5,0,1,1,1,56,,,1,5,13673.21,13531.42,2,120,14,14,3.25
85890,9,2,1,15,,3,3,1,182,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,48,1,5,1,5,57173.79,58601.25,2,121,15,15,5.00
85891,9,2,2,0,8,2,2,1,9,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,1,25,1,4,1,4,5808.71,6029.72,1,129,7,7,1.23
85892,9,1,1,8,,3,3,,,,,1,1,,2,,,,1,1,2,,,,,,,,5,5,0,3,0,1,34,,,6,,48749.89,0.00,2,125,,,
85893,9,2,2,61,,2,2,2,,2,,2,1,7,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,67,,,1,5,8356.53,8114.54,2,129,15,15,5.00
85894,9,2,1,14,,3,3,2,179,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,2,46,1,4,1,5,42572.48,43978.98,1,131,14,14,3.17
85895,9,2,1,1,19,4,4,1,20,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,3,0,0,2,28,1,2,6,,6969.96,7327.08,1,119,1,1,0.05
85896,9,2,1,60,,3,3,1,,1,1,2,1,9,,4,3,,1,2,2,1,2,2,1,2,2,1,4,4,1,0,1,1,60,2,4,3,,34719.33,34966.35,1,125,4,4,0.80
85897,9,2,1,7,,4,4,2,90,,,1,1,,1,,,,1,1,2,1,2,2,,,,,6,6,3,1,0,2,27,1,2,5,,13362.59,13923.12,2,131,5,5,0.74
85898,9,2,1,47,,4,4,1,,2,,1,1,,,3,4,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,69,1,2,3,,15972.22,20027.75,1,133,3,3,0.63
85899,9,2,1,70,,3,3,2,,1,2,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,1,70,1,5,5,,21950.16,22076.99,2,119,3,3,1.09
85900,9,2,1,65,,2,2,2,,2,,2,1,7,,1,1,,2,2,2,2,2,2,2,2,2,2,3,3,0,0,1,1,65,2,1,1,1,8012.50,9810.09,1,122,7,7,1.79
85901,9,2,1,19,,3,3,2,239,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,56,1,4,1,3,46289.49,48340.15,1,130,5,5,1.19
85902,9,2,1,56,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,6,6,0,2,0,2,59,1,5,1,4,89116.95,96614.10,2,120,15,15,4.60
85903,9,2,1,49,,5,6,1,,2,,2,2,2,,4,1,,1,2,1,1,2,1,,,,,4,4,0,2,0,1,49,2,4,1,4,12358.67,12949.03,2,125,5,5,0.91
85904,9,2,1,66,,4,4,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,66,1,4,1,4,11554.93,15556.73,2,133,5,5,1.09
85905,9,2,1,35,,1,1,1,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,3,1,0,0,0,2,55,,,3,,29416.09,30579.67,2,133,15,6,2.69
85906,9,2,1,13,,2,2,2,167,,,2,1,3,7,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,36,1,3,1,5,22101.84,24121.10,2,123,8,8,2.06
85907,9,2,1,15,,1,1,1,186,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,6,6,1,3,0,2,35,1,2,1,3,15618.74,20410.08,1,127,6,6,0.92
85908,9,2,2,51,,4,4,2,,2,,2,2,2,,2,2,,2,2,2,2,2,2,,,,,5,5,0,3,0,2,51,2,2,2,,15436.32,15469.46,1,119,3,3,0.37
85909,9,2,2,12,,2,2,1,154,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,32,1,4,1,4,14109.29,15494.40,1,127,9,9,1.94
85910,9,2,2,1,22,5,7,1,23,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,36,1,5,1,5,11436.37,11350.87,2,121,15,15,5.00
85911,9,2,2,49,,4,4,2,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,2,28,1,3,5,,20173.61,21371.79,2,131,8,8,2.16
85912,9,2,2,49,,4,4,1,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,1,2,49,1,3,6,,23451.54,23501.89,1,125,2,2,0.75
85913,9,2,2,12,,3,3,1,147,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,47,1,5,1,5,60983.78,62827.58,2,121,15,15,5.00
85914,9,2,2,62,,1,1,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,56,1,5,1,4,9429.84,9675.86,1,130,4,4,1.15
85915,9,2,2,34,,4,4,1,,2,,1,1,,,3,6,2,1,2,2,1,2,2,,,,,4,4,0,2,0,1,40,1,4,6,,28666.26,28720.79,2,121,10,10,2.67
85916,9,2,1,9,,4,4,2,113,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,2,32,1,4,6,,10032.40,11896.98,2,126,7,7,1.41
85917,9,2,2,31,,5,6,2,,2,,2,1,6,,5,5,2,1,2,2,1,2,2,,,,,1,1,0,0,0,2,31,2,5,5,,20434.77,24237.21,2,119,15,15,5.00
85918,9,2,1,66,,5,6,1,,2,,2,1,8,,2,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,66,2,2,3,,17564.34,19417.93,2,121,7,7,3.70
85919,9,1,2,10,,1,1,,,,,1,1,,4,,,,2,1,2,2,2,2,,,,,3,3,0,1,0,1,30,2,1,6,,25818.36,0.00,2,127,9,9,2.98
85920,9,2,2,61,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,60,1,4,1,5,123386.01,123255.17,1,130,14,14,4.38
85921,9,2,2,9,,3,3,2,108,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,43,1,5,1,5,52306.47,57908.13,1,126,15,15,5.00
85922,9,2,1,47,,1,1,1,,2,,2,2,4,,2,1,,2,2,2,2,2,2,2,2,2,2,4,4,0,1,0,2,45,2,2,1,2,24831.29,24609.69,1,120,7,7,1.65
85923,9,2,2,3,,5,6,2,36,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,1,29,1,5,1,5,8499.88,8436.33,2,124,4,4,0.62
85924,9,2,2,12,,5,6,1,152,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,45,2,5,1,5,16484.53,15960.32,2,128,15,15,3.87
85925,9,2,2,65,,4,4,2,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,65,1,5,3,,26975.93,26870.51,1,132,7,7,2.51
85926,9,2,1,9,,1,1,2,110,,,1,1,,4,,,,2,1,2,2,2,2,1,2,2,1,5,5,0,3,0,1,46,2,2,1,1,13807.45,14055.94,1,122,5,5,0.84
85927,9,2,1,9,,5,6,2,113,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,3,1,1,49,2,3,1,1,9498.44,9399.94,2,124,15,15,3.07
85928,9,2,1,66,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,66,1,4,1,,152384.24,150934.94,2,123,10,10,4.37
85929,9,2,2,9,,1,1,1,118,,,1,1,,3,,,,2,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,35,2,2,1,2,9906.37,9826.68,2,121,7,7,1.41
85930,9,2,1,75,,2,2,1,,1,2,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,75,1,3,1,3,8459.44,9240.47,2,125,9,9,3.50
85931,9,2,2,80,,3,3,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,80,1,3,1,,32537.26,34007.37,2,132,3,3,1.11
85932,9,1,2,49,,2,2,,,2,,2,1,5,,5,1,,2,2,2,1,2,2,,,,,3,3,0,1,0,1,47,2,4,1,5,21437.31,0.00,1,124,10,10,3.48
85933,9,2,2,5,,5,7,1,64,,,1,1,,,,,,1,1,2,1,2,2,,,,,2,2,1,0,0,2,42,1,5,3,,11664.59,12783.41,2,121,15,15,5.00
85934,9,2,1,9,,1,1,2,108,,,1,1,,2,,,,2,1,2,2,2,2,1,2,2,1,5,5,2,1,0,2,33,2,3,6,,14980.97,16815.38,2,124,5,5,0.70
85935,9,2,2,68,,4,4,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,70,1,4,1,2,21996.58,21777.45,1,125,8,8,2.82
85936,9,2,2,27,,2,2,1,,2,,2,1,3,,4,5,2,1,2,2,2,2,2,1,2,2,1,4,4,0,1,0,2,51,2,4,1,,21898.85,22940.45,1,127,9,9,2.52
85937,9,2,1,6,,1,1,2,79,,,1,1,,0,,,,1,1,2,1,2,2,,,,,5,5,0,1,0,1,50,1,3,1,3,13080.74,15334.07,1,122,15,15,5.00
85938,9,2,2,1,14,1,1,1,15,,,1,1,,,,,,2,1,2,2,2,2,,,,,5,5,2,1,0,2,40,2,1,4,,8045.41,8428.99,1,120,4,4,0.56
85939,9,2,1,20,,1,1,1,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,7,7,1,1,0,1,50,2,3,1,2,28944.78,30891.48,1,133,7,7,0.95
85940,9,1,1,1,21,4,4,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,1,30,1,4,1,4,9214.20,0.00,1,125,7,7,1.23
85941,9,2,2,75,,5,7,2,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,2,2,0,0,1,2,75,1,3,2,,54496.24,56418.29,2,124,7,7,2.68
85942,9,2,2,46,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,1,46,1,4,1,5,31468.62,31129.89,1,130,8,8,1.76
85943,9,2,1,33,,3,3,1,,2,,2,1,7,,5,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,33,2,5,6,,35707.53,36812.31,2,121,7,4,1.52
85944,9,2,1,25,,4,4,2,,2,,2,2,5,,4,5,,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,2,48,2,5,1,3,31689.35,31687.55,1,123,15,15,3.52
85945,9,2,1,11,,1,1,1,137,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,6,6,1,3,0,1,32,1,4,1,4,17379.71,17692.49,1,128,9,9,1.74
85946,9,2,1,49,,1,1,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,25,1,4,5,,41535.37,42951.94,1,120,9,9,3.77
85947,9,2,1,22,,2,2,2,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,22,1,2,5,,39416.87,42067.87,1,130,12,6,2.25
85948,9,2,2,38,,4,4,2,,1,2,1,1,,,4,3,2,1,2,2,1,2,2,1,2,2,1,4,4,2,0,1,2,38,1,4,3,,35985.54,40284.54,2,123,1,1,0.16
85949,9,2,2,64,,2,2,1,,2,,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,65,1,2,1,1,10255.97,9985.16,1,124,7,7,2.51
85950,9,2,1,8,,2,2,1,100,,,1,1,,2,,,,2,1,2,2,2,2,1,2,2,1,5,5,1,2,0,2,31,2,2,6,,11760.09,13871.48,2,132,6,6,0.88
85951,9,2,1,25,,1,1,1,,2,,2,2,99,,3,5,,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,2,45,2,2,5,,38664.73,43018.90,2,122,8,8,1.76
85952,9,2,2,50,,5,6,1,,2,,2,2,1,,2,1,,1,2,1,1,2,2,,,,,7,7,0,2,1,1,55,2,1,1,1,13867.86,14362.75,2,133,10,10,1.59
85953,9,2,1,1,15,1,1,1,15,,,1,1,,,,,,2,1,2,1,2,2,,,,,4,2,1,1,0,2,24,2,1,5,,10879.48,11324.35,1,128,5,1,0.25
85954,9,1,2,58,,4,4,,,1,1,1,1,,,3,3,,1,2,2,,,,,,,,1,1,0,0,0,2,58,1,3,3,,25496.26,0.00,2,126,,,
85955,9,2,1,23,,3,3,2,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,23,1,4,5,,133345.85,143035.69,1,126,5,5,1.95
85956,9,1,2,44,,1,1,,,2,,2,2,5,,3,4,3,2,2,2,1,2,2,,,,,5,5,0,3,0,2,44,2,3,4,,19883.01,0.00,2,130,8,8,1.83
85957,9,2,2,62,,1,1,1,,2,,2,2,8,,1,4,,2,2,1,2,2,1,2,2,2,2,3,3,1,0,1,2,62,2,1,4,,8842.35,10732.61,1,128,13,13,
85958,9,2,2,32,,3,3,2,,2,,2,1,5,,4,1,2,1,2,2,1,2,2,1,2,2,1,5,5,3,0,0,2,32,2,4,1,3,39813.33,42651.30,1,122,6,6,0.88
85959,9,2,1,1,15,3,3,2,16,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,40,1,3,1,5,18216.75,20277.65,2,123,15,15,5.00
85960,9,2,2,59,,3,3,2,,2,,2,1,5,,4,4,,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,2,59,2,4,4,,113075.14,118790.35,1,132,10,10,2.46
85961,9,2,2,52,,1,1,1,,2,,2,2,5,,1,1,,2,2,2,2,2,2,2,2,2,2,7,7,0,2,0,1,55,2,1,1,1,15831.65,16271.16,2,132,7,7,1.20
85962,9,2,1,65,,3,3,2,,1,2,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,64,1,5,1,5,154916.39,153443.00,2,120,15,15,5.00
85963,9,2,1,46,,1,1,1,,2,,1,1,,,1,1,,2,2,2,2,2,2,2,2,2,2,6,6,0,3,0,2,41,2,3,1,1,34704.52,34394.80,1,128,7,7,1.30
85964,9,2,2,50,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,77,,,1,4,214141.24,222047.84,2,127,15,15,5.00
85965,9,2,1,0,7,3,3,2,8,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,2,0,0,2,29,1,4,6,,14988.67,15190.82,2,131,5,5,0.61
85966,9,2,2,39,,5,6,1,,2,,2,2,3,,5,1,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,39,2,5,1,5,19517.62,20719.40,2,121,15,15,5.00
85967,9,2,1,32,,3,3,1,,1,2,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,3,1,0,0,0,1,31,1,4,3,,134440.55,137236.25,2,121,12,5,1.81
85968,9,2,2,61,,4,4,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,61,1,4,3,,20465.24,20385.26,2,125,99,99,
85969,9,2,1,2,,5,6,1,25,,,1,1,,,,,,1,1,1,1,2,2,,,,,7,7,2,0,0,1,37,2,4,1,4,7581.89,7662.28,2,121,14,14,1.72
85970,9,2,1,64,,4,4,2,,2,,2,1,4,,5,1,,1,2,2,1,2,2,1,2,2,1,5,5,1,0,2,1,29,2,4,1,5,12896.51,12815.48,2,123,14,14,3.16
85971,9,2,2,7,,5,6,1,95,,,1,1,,1,,,,1,1,1,1,2,1,,,,,5,5,1,2,0,1,41,2,4,1,1,11737.07,11956.22,2,121,7,7,1.34
85972,9,1,2,24,,1,1,,,2,,2,2,77,,1,5,3,2,2,2,2,2,2,,,,,7,3,3,3,0,2,24,2,1,5,,17534.77,0.00,1,119,77,77,
85973,9,2,2,54,,4,4,1,,2,,2,1,7,,5,3,,1,2,2,1,2,2,1,2,2,1,7,7,0,1,2,2,54,2,5,3,,17485.71,17756.95,1,124,9,9,1.47
85974,9,2,1,59,,2,2,2,,2,,2,2,7,,2,5,,2,2,2,,,,2,2,2,,2,2,0,0,1,2,66,2,5,4,,25078.99,28059.67,2,129,,,
85975,9,2,2,80,,2,2,1,,1,1,2,1,9,,4,3,,1,1,2,1,2,2,1,1,2,,3,3,0,0,1,1,49,,,1,4,11906.31,11510.96,2,128,15,15,5.00
85976,9,2,1,37,,5,6,1,,2,,2,1,4,,4,1,,1,2,1,1,2,2,,,,,7,7,2,0,0,1,37,2,4,1,4,15532.70,16148.67,2,121,14,14,1.72
